symbol,description,gics_sector,equity_securities,cap_size
CNSL,Consolidated Communications Holdings,Communication Services,Common stocks,Micro cap
VATE,INNOVATE Corp.,Industrials,Common stocks,Micro cap
SIFY,SIFY Technologies Limited ADRs,Communication Services,ADRs,Micro cap
SPOK,Spok Holdings Inc,Communication Services,Common stocks,Micro cap
RDCM,Radcom Ltd.,Information Technology,Common stocks,Micro cap
UCL,uCloudlink Group Inc. ADRs,Communication Services,ADRs,Micro cap
FNGR,FingerMotion Inc,Communication Services,Common stocks,Micro cap
MIMO,Airspan Networks Holdings Inc.,Information Technology,Common stocks,Micro cap
ANTE,AirNet Technology Inc. ADRs,Health Care,ADRs,Micro cap
KLR,"Kaleyra, Inc.",Information Technology,Common stocks,Micro cap
QTEK,QualTek Services Inc.,Industrials,Common stocks,Micro cap
CUEN,Cuentas Inc.,Communication Services,Common stocks,Micro cap
COMS,COMSovereign Holding Corp.,Information Technology,Common stocks,Micro cap
STRY,"Starry Group Holdings, Inc. Class A",Communication Services,Common stocks,Micro cap
NUE,Nucor Corp,Materials,Common stocks,Large cap
MT,ArcelorMittal ADRs,Materials,ADRs,Large cap
PKX,POSCO ADRs,Materials,ADRs,Large cap
STLD,Steel Dynamics Inc,Materials,Common stocks,Large cap
RS,Reliance Steel & Aluminum,Materials,Common stocks,Large cap
CLF,Cleveland-Cliffs Inc.,Materials,Common stocks,Mid cap
TX,Ternium S.A. ADRs,Materials,ADRs,Mid cap
SIM,Grupo Simec ADRs of B Shares,Information Technology,ADRs,Mid cap
X,United States Steel Corporation,Materials,Common stocks,Mid cap
CMC,Commercial Metals,Materials,Common stocks,Mid cap
GGB,Gerdau S.A. ADRs,Materials,ADRs,Mid cap
SID,Companhia Siderurgica Nacional-CSN ADRs,Materials,ADRs,Mid cap
WOR,Worthington Industries Inc,Materials,Common stocks,Mid cap
SCHN,Schnitzer Steel Industries Inc Class A,Materials,Common stocks,Small cap
TMST,Timkensteel Corp,Materials,Common stocks,Small cap
ASTL,Algoma Steel Group Inc.,Materials,Common stocks,Small cap
ZEUS,Olympic Steel Inc,Materials,Common stocks,Small cap
MTL,Mechel PJSC ADRs,Materials,ADRs,Small cap
SYNL,Synalloy Corp,Materials,Common stocks,Micro cap
FRD,Friedman Industries Inc,Materials,Common stocks,Micro cap
USAP,Universal Stainless And Alloy Prod,Materials,Common stocks,Micro cap
HUDI,"Huadi International Group Co., Ltd.",Materials,Common stocks,Micro cap
